200,0.3018
200.5,0.2979
201,0.2942
201.5,0.2909
202,0.2878
202.5,0.2848
203,0.2821
203.5,0.2792
204,0.2764
204.5,0.2732
205,0.27
205.5,0.2669
206,0.2637
206.5,0.2603
207,0.257
207.5,0.2539
208,0.2497
208.5,0.2463
209,0.2429
209.5,0.2394
210,0.2355
210.5,0.2311
211,0.2268
211.5,0.2226
212,0.2186
212.5,0.2142
213,0.2101
213.5,0.2055
214,0.2012
214.5,0.1964
215,0.1925
215.5,0.1881
216,0.1834
216.5,0.1783
217,0.1739
217.5,0.1691
218,0.1642
218.5,0.1602
219,0.1558
219.5,0.1511
220,0.1469
220.5,0.1423
221,0.1383
221.5,0.1342
222,0.131
222.5,0.1269
223,0.1232
223.5,0.1197
224,0.1165
224.5,0.1134
225,0.1103
225.5,0.1075
226,0.1045
226.5,0.1019
227,0.0996
227.5,0.0979
228,0.095
228.5,0.0926
229,0.0912
229.5,0.0899
230,0.0889
230.5,0.0867
231,0.0858
231.5,0.0836
232,0.083
232.5,0.0814
233,0.0802
233.5,0.0789
234,0.0779
234.5,0.0769
235,0.076
235.5,0.0752
236,0.0745
236.5,0.0738
237,0.0731
237.5,0.0725
238,0.0719
238.5,0.0713
239,0.0708
239.5,0.0702
240,0.0697
240.5,0.0693
241,0.069
241.5,0.0687
242,0.0684
242.5,0.0679
243,0.0676
243.5,0.0675
244,0.0671
244.5,0.0667
245,0.0664
245.5,0.0661
246,0.066
246.5,0.066
247,0.0655
247.5,0.0653
248,0.0652
248.5,0.0651
249,0.0648
249.5,0.0646
250,0.0645
250.5,0.0642
251,0.0639
251.5,0.0638
252,0.0635
252.5,0.0634
253,0.0631
253.5,0.0628
254,0.0625
254.5,0.0623
255,0.062
255.5,0.0617
256,0.0614
256.5,0.0612
257,0.0609
257.5,0.0607
258,0.0602
258.5,0.0599
259,0.0597
259.5,0.0593
260,0.0592
260.5,0.0587
261,0.0584
261.5,0.0581
262,0.0579
262.5,0.0574
263,0.057
263.5,0.0565
264,0.0562
264.5,0.0558
265,0.0555
265.5,0.0549
266,0.0546
266.5,0.0541
267,0.0537
267.5,0.0533
268,0.0529
268.5,0.0524
269,0.0521
269.5,0.0518
270,0.0511
270.5,0.0508
271,0.0502
271.5,0.0499
272,0.0494
272.5,0.049
273,0.0486
273.5,0.048
274,0.0476
274.5,0.0471
275,0.0467
275.5,0.0464
276,0.0459
276.5,0.0454
277,0.045
277.5,0.0448
278,0.0442
278.5,0.0439
279,0.0436
279.5,0.0431
280,0.0429
280.5,0.0425
281,0.0421
281.5,0.0418
282,0.0415
282.5,0.0414
283,0.0409
283.5,0.0406
284,0.0404
284.5,0.0401
285,0.04
285.5,0.0398
286,0.0396
286.5,0.0394
287,0.0394
287.5,0.0391
288,0.0388
288.5,0.0387
289,0.0385
289.5,0.0383
290,0.0382
290.5,0.0381
291,0.0379
291.5,0.0377
292,0.0374
292.5,0.0373
293,0.037
293.5,0.0369
294,0.0367
294.5,0.0365
295,0.0363
295.5,0.0361
296,0.036
296.5,0.0358
297,0.0353
297.5,0.0353
298,0.0351
298.5,0.0349
299,0.0345
299.5,0.0343
300,0.0341
300.5,0.0338
301,0.0336
301.5,0.0335
302,0.033
302.5,0.0329
303,0.0328
303.5,0.0326
304,0.0324
304.5,0.032
305,0.0319
305.5,0.0316
306,0.0315
306.5,0.031
307,0.031
307.5,0.0307
308,0.0306
308.5,0.0303
309,0.03
309.5,0.03
310,0.0297
