200,0.2756
200.5,0.2729
201,0.2694
201.5,0.2666
202,0.2638
202.5,0.2612
203,0.259
203.5,0.2564
204,0.2539
204.5,0.2511
205,0.2482
205.5,0.2454
206,0.2424
206.5,0.2395
207,0.2363
207.5,0.2333
208,0.2294
208.5,0.2265
209,0.223
209.5,0.2197
210,0.2163
210.5,0.2123
211,0.208
211.5,0.204
212,0.2005
212.5,0.1964
213,0.1927
213.5,0.1883
214,0.1843
214.5,0.1799
215,0.1762
215.5,0.1723
216,0.1675
216.5,0.1631
217,0.1588
217.5,0.1544
218,0.15
218.5,0.1461
219,0.1422
219.5,0.1377
220,0.1338
220.5,0.1295
221,0.1258
221.5,0.122
222,0.1189
222.5,0.115
223,0.1116
223.5,0.1083
224,0.1053
224.5,0.1025
225,0.0997
225.5,0.0971
226,0.0943
226.5,0.092
227,0.0899
227.5,0.0884
228,0.0861
228.5,0.0838
229,0.0822
229.5,0.081
230,0.0802
230.5,0.0784
231,0.0776
231.5,0.0755
232,0.0751
232.5,0.0737
233,0.0725
233.5,0.0713
234,0.0705
234.5,0.0696
235,0.0689
235.5,0.0681
236,0.0674
236.5,0.0669
237,0.0663
237.5,0.0657
238,0.0651
238.5,0.0646
239,0.0643
239.5,0.0636
240,0.0631
240.5,0.0628
241,0.0625
241.5,0.0622
242,0.0619
242.5,0.0614
243,0.0612
243.5,0.0612
244,0.0611
244.5,0.0605
245,0.0603
245.5,0.06
246,0.0599
246.5,0.0598
247,0.0594
247.5,0.0592
248,0.0592
248.5,0.0592
249,0.059
249.5,0.0588
250,0.0588
250.5,0.0585
251,0.0582
251.5,0.0581
252,0.0578
252.5,0.0577
253,0.0575
253.5,0.0573
254,0.057
254.5,0.0566
255,0.0565
255.5,0.0563
256,0.056
256.5,0.0556
257,0.0554
257.5,0.0552
258,0.0549
258.5,0.0545
259,0.0543
259.5,0.054
260,0.0537
260.5,0.0534
261,0.0532
261.5,0.053
262,0.0529
262.5,0.0523
263,0.0519
263.5,0.0515
264,0.0511
264.5,0.0508
265,0.0504
265.5,0.05
266,0.0495
266.5,0.0491
267,0.0489
267.5,0.0485
268,0.0481
268.5,0.0477
269,0.0474
269.5,0.047
270,0.0464
270.5,0.0461
271,0.0457
271.5,0.0452
272,0.0449
272.5,0.0445
273,0.0442
273.5,0.0438
274,0.0434
274.5,0.0429
275,0.0425
275.5,0.0421
276,0.0418
276.5,0.0412
277,0.0409
277.5,0.0407
278,0.0403
278.5,0.0399
279,0.0395
279.5,0.0392
280,0.0389
280.5,0.0386
281,0.0383
281.5,0.038
282,0.0376
282.5,0.0375
283,0.0372
283.5,0.037
284,0.0369
284.5,0.0365
285,0.0363
285.5,0.0362
286,0.0362
286.5,0.036
287,0.0359
287.5,0.0357
288,0.0355
288.5,0.0355
289,0.035
289.5,0.0351
290,0.0349
290.5,0.0348
291,0.0346
291.5,0.0344
292,0.0343
292.5,0.0343
293,0.034
293.5,0.0339
294,0.0336
294.5,0.0336
295,0.0333
295.5,0.0331
296,0.0331
296.5,0.0329
297,0.0327
297.5,0.0326
298,0.0323
298.5,0.0322
299,0.032
299.5,0.0318
300,0.0315
300.5,0.0312
301,0.0312
301.5,0.0309
302,0.0306
302.5,0.0306
303,0.0304
303.5,0.0302
304,0.03
304.5,0.0298
305,0.0296
305.5,0.0295
306,0.0292
306.5,0.0288
307,0.0289
307.5,0.0287
308,0.0284
308.5,0.0282
309,0.0281
309.5,0.028
310,0.0278
310.5,0.0276
311,0.0272
311.5,0.0272
312,0.027
312.5,0.0271
313,0.0268
313.5,0.0267
314,0.0263
314.5,0.0264
315,0.0264
315.5,0.026
316,0.0256
316.5,0.0256
317,0.0256
317.5,0.0254
318,0.0249
318.5,0.0247
319,0.0247
319.5,0.0244
320,0.0243
320.5,0.0243
321,0.0239
321.5,0.0236
322,0.0236
322.5,0.0233
323,0.0235
323.5,0.023
324,0.0228
324.5,0.0226
325,0.0223
325.5,0.0222
326,0.0219
326.5,0.0219
327,0.0217
327.5,0.0216
328,0.0217
328.5,0.0211
329,0.0213
329.5,0.0211
330,0.0206
330.5,0.0208
331,0.0207
331.5,0.0206
332,0.0208
332.5,0.0203
333,0.0198
333.5,0.02
334,0.0193
334.5,0.0192
335,0.0193
335.5,0.0194
336,0.0189
336.5,0.0188
337,0.0186
337.5,0.0185
338,0.0184
338.5,0.0184
339,0.0184
339.5,0.0176
340,0.0182
340.5,0.0175
341,0.0179
341.5,0.0177
342,0.0174
342.5,0.0175
343,0.0171
343.5,0.017
344,0.0169
344.5,0.0171
345,0.0168
345.5,0.0169
346,0.0167
346.5,0.0168
347,0.0164
347.5,0.0161
348,0.0159
348.5,0.0153
349,0.0158
349.5,0.0158
350,0.0153
350.5,0.0159
351,0.0151
351.5,0.0146
352,0.0148
352.5,0.0147
353,0.0145
353.5,0.0149
354,0.014
354.5,0.0143
355,0.0141
355.5,0.014
356,0.014
356.5,0.0137
357,0.0138
357.5,0.0135
358,0.0134
358.5,0.0133
359,0.0131
359.5,0.013
360,0.0129
360.5,0.0127
361,0.0128
361.5,0.0125
362,0.0126
362.5,0.0122
363,0.012
363.5,0.012
364,0.012
364.5,0.012
365,0.0118
365.5,0.012
366,0.0117
366.5,0.0116
367,0.0115
367.5,0.0115
368,0.0117
368.5,0.0112
369,0.0112
369.5,0.0109
370,0.0113
370.5,0.0109
371,0.0111
371.5,0.0104
372,0.0113
372.5,0.0107
373,0.0103
373.5,0.0106
374,0.01
374.5,0.0101
375,0.0101
375.5,0.0094
376,0.0099
376.5,0.0099
377,0.0094
377.5,0.0096
378,0.0095
378.5,0.0091
379,0.0092
379.5,0.0089
380,0.0091
380.5,0.0091
381,0.0089
381.5,0.0086
382,0.0088
382.5,0.0086
383,0.0085
383.5,0.0087
384,0.0082
384.5,0.0084
385,0.0082
385.5,0.0084
386,0.008
386.5,0.0077
387,0.008
387.5,0.0076
388,0.0076
388.5,0.0079
389,0.0075
389.5,0.0078
390,0.0072
390.5,0.0071
391,0.0073
391.5,0.0076
392,0.0071
392.5,0.0071
393,0.0072
393.5,0.0069
394,0.007
394.5,0.007
395,0.0066
395.5,0.0067
396,0.0068
396.5,0.0065
397,0.0066
397.5,0.0066
398,0.0067
398.5,0.0066
399,0.0065
399.5,0.0063
400,0.0061
400.5,0.0063
401,0.0061
401.5,0.006
402,0.0062
402.5,0.0059
403,0.0057
403.5,0.0061
404,0.0058
404.5,0.006
405,0.006
405.5,0.0056
406,0.0057
406.5,0.0054
407,0.005
407.5,0.0052
408,0.0056
408.5,0.0055
409,0.0051
409.5,0.0051
410,0.0052
410.5,0.0052
411,0.005
411.5,0.005
412,0.0052
412.5,0.0046
413,0.005
413.5,0.0048
414,0.0047
414.5,0.0047
415,0.0045
415.5,0.0041
416,0.0048
416.5,0.0043
417,0.0047
417.5,0.0044
418,0.0044
418.5,0.0044
419,0.0043
419.5,0.0042
420,0.0043
420.5,0.0042
421,0.0041
421.5,0.004
422,0.004
422.5,0.004
423,0.0041
423.5,0.0039
424,0.0038
424.5,0.0038
425,0.0036
425.5,0.0037
426,0.0038
426.5,0.0037
427,0.0037
427.5,0.0039
428,0.0035
428.5,0.0036
429,0.0035
429.5,0.0035
430,0.0036
430.5,0.0035
