,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590
300,3.826,3.569,45.257,9.186,14.169,562.959,6.249,2.105,1.26,1.302,0.142,-5.19E-18,0.87,0.001,0.144,0.001,1.24E-18,2.54E-19,0,0,3.95E-19,-2.01E-20,0.171,0,-5.93E-19,8.20E-19,0,0,0.105,0,0,0,0,-6.10E-20,0
300.5,4.481826,3.703303,44.23291,8.608417,13.06344,575.7683,5.569568,1.83775,0.9556288,0.7776591,0.6051288,0.4481061,0.3545985,0.3779697,0.2645682,0.4213333,0.04677273,0.03309091,0,-0.007333333,0.007431818,-0.0102197,0.06784848,-0.002242424,-0.02969697,0.04390909,0.006545455,0,0.02380303,0,0,0,0,-0.01670455,0
301,4.69903,3.752205,42.40303,8.467227,12.05,593.8708,6.193394,1.765939,0.8547576,0.3640833,0.9226591,0.7932727,0.1029167,0.3950227,0.3533561,0.4394091,0.042,0.03431061,0,0.00825,0.02972727,-0.02639394,0.02608333,-0.00644697,-0.02666667,0.01957576,0.004454545,0,-0.000462121,0,0,0,0,-0.05918182,0
301.5,4.58772,3.633833,39.29578,9.4205,11.1048,604.0811,8.834439,1.688235,0.9830076,0.3475455,0.9648182,0.8526742,0.1278561,0.2511818,0.3424015,0.3453788,-0.00019697,0.05121212,0,0.03542424,0.04789394,-0.06472727,0.02712121,0.02018182,-0.005454545,-0.01453788,-0.04275,0,0.02493182,0,0,0,0,-0.1105455,0
302,4.373644,3.947614,37.07385,10.42976,10.2389,601.184,11.18512,1.483636,1.171379,0.5875455,0.906053,0.4850076,0.2016742,0.2246742,0.2316364,0.4022348,0.00225,0.08912879,0,0.04716667,0.01651515,-0.09547727,0.01881818,0.05662121,0.004848485,-0.02734848,-0.1006364,0,0.05612121,0,0,-0.007575758,0,-0.1000758,0
302.5,4.188462,4.671394,35.29503,11.12405,8.967045,584.0972,15.81152,1.414174,1.225242,1.109129,0.8099394,0.1285455,0.1852197,0.3244545,0.2483258,0.4249091,0.0280303,0.1200076,-0.002545455,0.02577273,0.02229545,-0.05718939,0.001287879,0.07512121,0,0.000128788,-0.1151364,0,0.04265152,-0.004,0,0.008522727,0,-0.1061591,0
303,4.003962,5.722727,34.66383,11.37551,7.790985,549.3209,22.70056,1.801439,1.373985,1.292333,0.7902576,0.006787879,0.1309848,0.2895833,0.4218939,0.3222045,0.1211515,0.1413485,-0.000469697,0.005401515,0.05284848,0.007409091,-0.003515152,0.04288636,0,-0.01015152,-0.06054545,0,0.01643182,-0.000772727,0,0.03409091,0,-0.09463636,0
303.5,4.059121,6.347485,32.26855,12.66465,7.231439,496.7918,34.88645,2.414379,1.590152,1.40147,0.6865379,0.1019848,0.1276818,0.2833788,0.672803,0.2776818,0.04131818,0.1595,0.07665909,0.005484848,0.09578788,0.0435,-0.007818182,0.007848485,0,-0.0182197,-0.00675,0,0.005780303,0.02393182,0,0.05492424,0,-0.08871212,0
304,4.225189,6.262667,28.65514,15.68733,6.930364,435.2854,52.69729,2.645447,1.603765,1.067341,0.7314015,0.2785833,0.1655303,0.343553,0.6833258,0.3718712,-0.1068106,0.1685455,-0.03568182,0.012,0.05945455,-0.006037879,0.008795455,-0.0150303,0,-0.02207576,0.01181818,0,0.01956061,0.05272727,0,0.03409091,0,-0.03259091,0
304.5,5.111356,5.986508,24.25417,18.96843,6.340591,381.2554,76.75108,2.327061,1.373318,1.093826,0.8032803,0.4898864,0.2092727,0.5435152,0.4642576,0.2843636,-0.2108788,0.1360076,-0.2460152,0.008530303,0.007409091,-0.02420455,0.03257576,0.000151515,0,-0.003280303,-0.006545455,0,0.02318182,0.05622727,0,0.008522727,0.002666667,-0.002757576,0
305,5.674894,5.759826,21.30414,21.73407,5.538629,328.9711,107.6848,2.056886,1.068023,1.074682,0.7095758,0.6512273,0.2257955,0.504697,0.1551136,0.288303,-0.2720455,0.0692197,-0.4354091,-0.002787879,-0.004825758,0.005818182,0.05615909,0.02901515,0,0.002522727,0.007363636,0,0.01165909,0.02822727,0,-0.007575758,0.000454546,0.007515152,0
305.5,5.931606,5.408091,18.97508,23.17483,5.382455,274.0199,140.8219,2.158985,0.9506439,1.195985,0.4756667,0.4975379,0.2105833,0.4823864,-0.006742424,0.3258864,-0.3676364,0.02033333,-0.2448106,-0.01452273,0.03354545,0.05225758,0.05079545,0.08041667,0,0.01343182,0.02945455,-0.006363636,0.000818182,0.001931818,0,0,-0.01588636,0,0
306,5.375152,4.841152,16.72036,25.83633,5.475136,214.7654,194.0382,2.65472,1.010386,0.8261894,0.4143106,0.2893258,0.3643788,0.4210455,-0.03384091,0.579,-0.4155,0.009795455,0.03343939,-0.0320303,0.05404545,0.05570455,0.04323485,0.1015152,0,0.02962121,0.04745455,0.007159091,-0.002181818,-0.005272727,0,0,-0.03487879,0,0
306.5,4.767288,5.041939,14.41239,29.17294,5.867818,168.4206,258.7668,3.181311,1.26297,0.6006591,0.5616591,0.1191212,0.5774091,0.3788409,0.09079545,0.7517803,-0.2253939,-0.003333333,0.2233636,-0.02934848,0.03354545,0.04873485,0.02634848,0.07856061,0,0.02931818,0.02945455,0.02863636,0,0.006,0,0,-0.03704545,0,0.002666667
