,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590
300,0.294,2.631,52.093,3.775,16.503,505.189,5.23,2.099,0.472,0.001,0.144,0.001,0.449,0.505,-0.59,0.001,-8.56E-20,0.146,0.168,0.327,-1.98E-19,1.79E-19,-0.177,-3.33E-18,-1.39E-18,0.151,1.58E-18,-1.55E-18,-0.105,0.124,0,0,0,0,0
300.5,0.5610682,1.945621,52.17341,4.632409,13.80814,523.1282,5.300114,1.081182,1.167136,0.3453409,0.364303,0.3223561,0.2832273,0.3914545,-0.05715909,0.3448409,0.03860606,0.03775,0.06916667,-0.5807273,-0.039,0.00219697,0.055,0.07275758,-0.02637879,0.008712121,0.1456667,-0.03526515,-0.03022727,0.03569697,0,0,0,0,0
301,0.6476212,1.565667,50.75777,4.948356,12.09442,537.426,6.205288,0.7331591,1.167379,0.6872727,0.51225,0.3894924,0.1602879,0.3964167,0.1637803,0.3241894,0.06445455,-0.02619697,0.07756061,-0.6233409,-0.05140909,0.04594697,0.1596591,0.06533333,-0.02434091,-0.04090909,0.1920152,-0.03742424,0.005568182,-0.006575758,0,0,0,0,0
301.5,0.5057727,1.764735,47.24705,5.248591,10.77948,540.176,8.859023,1.091371,0.9393939,0.8445379,0.5024015,0.3113788,0.1784848,0.4429697,0.133803,0.07231061,0.0809697,0.005280303,0.1209394,-0.1462576,-0.02936364,0.09478788,0.117,0.01336364,0.00930303,-0.02541667,0.1126364,3.88E-19,-0.01327273,-0.007515152,0,0,0,-0.00830303,0
302,0.3877879,1.929462,43.63593,5.741311,9.802652,539.1798,11.7908,1.332295,0.9655152,0.6711591,0.4494167,0.1493712,0.2607273,0.4128864,0.07279545,-0.02825758,0.1067045,0.08205303,0.1513712,0.11625,-0.007507576,0.1168485,0.06519697,-0.01187879,-0.0464697,-0.03932576,0.03715909,0.03166667,0.01809091,0.005090909,0,0,0,0.009340909,0
302.5,0.1096742,1.703447,38.53775,7.206864,8.141371,516.1492,17.72258,1.405614,1.309212,0.4375909,0.3222121,0.2229621,0.2711061,0.3771818,0.1164242,0.05357576,0.1214091,0.1107045,0.1454697,0.005075758,-0.01308333,0.06356061,-0.03129545,0,-0.07016667,-0.04381818,0.002969697,0.04174242,0.09286364,-0.005727273,0,0.002848485,0,0.03736364,0
303,0.2750985,1.066136,33.88635,8.782598,6.88203,482.7562,26.15994,1.430955,1.286174,0.2818409,0.4013864,0.2992879,0.1340076,0.3991591,0.1315076,0.09666667,0.1055606,0.04631061,0.149697,0.00280303,-0.0344697,0.01258333,-0.099,0,-0.1110606,-0.009492424,0.04127273,0.02590909,0.1603636,-0.02290909,0,0.00055303,0,0.06019697,-0.05018182
303.5,0.7607121,0.7322121,29.56426,10.62592,6.098795,437.9836,37.76072,1.470773,0.9900909,0.3327652,0.5079318,0.4012803,0.008848485,0.340303,0.1207273,0.04666667,0.09845455,0.0537803,0.1437424,0.001977273,-0.03582576,-0.01387879,-0.1729848,0,-0.06569697,0.04640152,0.03640909,0.006477273,0.1173636,-0.03690909,0,0.01725758,0,0.03736364,0.05645455
304,1.231773,0.921697,26.59545,11.97392,6.200235,398.2488,51.50588,1.43872,0.8358106,0.2791515,0.667697,0.2958182,-0.00055303,0.2066894,0.09119697,0.03,0.1018106,0.1256212,0.1339091,0.02009848,0.08164394,0,-0.1118182,0,-0.05284091,0.02993939,0.02924242,-0.005757576,0.03578788,-0.02290909,0,-0.07615152,0,0.009340909,0.2258182
304.5,0.9480379,1.304303,21.54766,13.74398,5.534326,346.569,69.8617,1.947356,1.077136,0.4900682,0.6095152,0.2397727,0.07639394,0.1771894,0.0749697,0.04666667,0.1050152,0.1891818,0.162947,0.0280303,0.204053,0.01436364,-0.02343182,0,-0.000939394,0.009780303,0.04495455,0.01321212,-0.01193182,-0.01142424,0,-0.1944242,0,-0.00830303,0.3638182
305,0.6175379,1.404076,17.08925,16.63737,5.18875,291.9902,96.35156,2.628477,1.244136,0.7818864,0.4502727,0.2276742,0.1084167,0.2231439,0.07859848,0.08478788,0.07070455,0.1098409,0.1839242,0.02045455,0.3096061,-0.01615909,0.01658333,0,0.01819697,-0.001530303,0.05454545,-0.01486364,0.01508333,0.0115,0,-0.2688106,0,0,0.2258182
